,date,weekday,day,month,year,bib6,bio6,bib8,bio8
0,10775,Monday,1,7,1929,141,141,169,169
1,10776,Tuesday,2,7,1929,141,141,169,169
2,10777,Wednesday,3,7,1929,141,141,169,169
3,10778,Thursday,4,7,1929,141,141,169,169
4,10779,Friday,5,7,1929,141,141,169,169
5,10780,Saturday,6,7,1929,141,141,169,169
6,10781,Sunday,7,7,1929,141,141,169,169
7,10782,Monday,8,7,1929,141,141,169,169
8,10783,Tuesday,9,7,1929,141,141,169,169
9,10784,Wednesday,10,7,1929,141,141,169,169
10,10785,Thursday,11,7,1929,141,141,169,169
11,10786,Friday,12,7,1929,141,141,169,169
12,10787,Saturday,13,7,1929,141,141,169,169
13,10788,Sunday,14,7,1929,141,141,169,169
14,10789,Monday,15,7,1929,141,141,169,169
15,10790,Tuesday,16,7,1929,141,141,169,169
16,10791,Wednesday,17,7,1929,141,141,169,169
17,10792,Thursday,18,7,1929,141,141,169,169
18,10793,Friday,19,7,1929,141,141,169,169
19,10794,Saturday,20,7,1929,141,141,169,169
20,10795,Sunday,21,7,1929,141,141,169,169
21,10796,Monday,22,7,1929,141,141,169,169
22,10797,Tuesday,23,7,1929,141,141,169,169
23,10798,Wednesday,24,7,1929,141,141,169,169
24,10799,Thursday,25,7,1929,141,141,169,169
25,10800,Friday,26,7,1929,141,141,169,169
26,10801,Saturday,27,7,1929,141,141,169,169
27,10802,Sunday,28,7,1929,141,141,169,169
28,10803,Monday,29,7,1929,141,141,169,169
29,10804,Tuesday,30,7,1929,141,141,169,169
30,10805,Wednesday,31,7,1929,141,141,169,169
31,10806,Thursday,1,8,1929,141,141,169,169
32,10807,Friday,2,8,1929,141,141,169,169
33,10808,Saturday,3,8,1929,141,141,169,169
34,10809,Sunday,4,8,1929,141,141,169,169
35,10810,Monday,5,8,1929,141,141,169,169
36,10811,Tuesday,6,8,1929,141,141,169,169
37,10812,Wednesday,7,8,1929,141,141,169,169
38,10813,Thursday,8,8,1929,141,141,169,169
39,10814,Friday,9,8,1929,141,141,169,169
40,10815,Saturday,10,8,1929,141,141,169,169
41,10816,Sunday,11,8,1929,141,141,169,169
42,10817,Monday,12,8,1929,141,141,169,169
43,10818,Tuesday,13,8,1929,141,141,169,169
44,10819,Wednesday,14,8,1929,141,141,169,169
45,10820,Thursday,15,8,1929,141,141,169,169
46,10821,Friday,16,8,1929,141,141,169,169
47,10822,Saturday,17,8,1929,141,141,169,169
48,10823,Sunday,18,8,1929,141,141,169,169
49,10824,Monday,19,8,1929,141,141,169,169
50,10825,Tuesday,20,8,1929,141,141,169,169
51,10826,Wednesday,21,8,1929,141,141,169,169
52,10827,Thursday,22,8,1929,141,141,169,169
53,10828,Friday,23,8,1929,141,141,169,169
54,10829,Saturday,24,8,1929,141,141,169,169
55,10830,Sunday,25,8,1929,141,141,169,169
56,10831,Monday,26,8,1929,141,141,169,169
57,10832,Tuesday,27,8,1929,141,141,169,169
58,10833,Wednesday,28,8,1929,141,141,169,169
59,10834,Thursday,29,8,1929,141,141,169,169
60,10835,Friday,30,8,1929,141,141,169,169
61,10836,Saturday,31,8,1929,141,141,169,169
62,10837,Sunday,1,9,1929,141,141,169,169
63,10838,Monday,2,9,1929,141,141,169,169
64,10839,Tuesday,3,9,1929,141,141,169,169
65,10840,Wednesday,4,9,1929,141,141,169,169
66,10841,Thursday,5,9,1929,141,141,169,169
67,10842,Friday,6,9,1929,141,141,169,169
68,10843,Saturday,7,9,1929,141,141,169,169
69,10844,Sunday,8,9,1929,141,141,169,169
70,10845,Monday,9,9,1929,141,141,169,169
71,10846,Tuesday,10,9,1929,141,141,169,169
72,10847,Wednesday,11,9,1929,141,141,169,169
73,10848,Thursday,12,9,1929,141,141,169,169
74,10849,Friday,13,9,1929,141,141,169,169
75,10850,Saturday,14,9,1929,141,141,169,169
76,10851,Sunday,15,9,1929,141,141,169,169
77,10852,Monday,16,9,1929,141,141,169,169
78,10853,Tuesday,17,9,1929,141,141,169,169
79,10854,Wednesday,18,9,1929,141,141,169,169
80,10855,Thursday,19,9,1929,141,141,170,170
81,10856,Friday,20,9,1929,141,141,170,170
82,10857,Saturday,21,9,1929,141,141,170,170
83,10858,Sunday,22,9,1929,141,141,170,170
84,10859,Monday,23,9,1929,141,141,170,170
85,10860,Tuesday,24,9,1929,141,141,170,170
86,10861,Wednesday,25,9,1929,141,141,170,170
87,10862,Thursday,26,9,1929,141,141,170,170
88,10863,Friday,27,9,1929,141,141,170,170
89,10864,Saturday,28,9,1929,141,141,170,170
90,10865,Sunday,29,9,1929,141,141,170,170
91,10866,Monday,30,9,1929,141,141,170,170
92,10867,Tuesday,1,10,1929,141,141,170,170
93,10868,Wednesday,2,10,1929,141,141,170,170
94,10869,Thursday,3,10,1929,141,141,170,170
95,10870,Friday,4,10,1929,141,141,170,170
96,10871,Saturday,5,10,1929,141,141,170,170
97,10872,Sunday,6,10,1929,141,141,170,170
98,10873,Monday,7,10,1929,141,141,170,170
99,10874,Tuesday,8,10,1929,141,141,170,170
100,10875,Wednesday,9,10,1929,141,141,170,170
101,10876,Thursday,10,10,1929,141,141,170,170
102,10877,Friday,11,10,1929,141,141,170,170
103,10878,Saturday,12,10,1929,141,141,170,170
104,10879,Sunday,13,10,1929,141,141,170,170
105,10880,Monday,14,10,1929,141,141,170,170
106,10881,Tuesday,15,10,1929,141,141,170,170
107,10882,Wednesday,16,10,1929,141,141,170,170
108,10883,Thursday,17,10,1929,141,141,170,170
109,10884,Friday,18,10,1929,141,141,170,170
110,10885,Saturday,19,10,1929,141,141,170,170
111,10886,Sunday,20,10,1929,141,141,170,170
112,10887,Monday,21,10,1929,141,141,170,170
113,10888,Tuesday,22,10,1929,141,141,170,170
114,10889,Wednesday,23,10,1929,141,141,170,170
115,10890,Thursday,24,10,1929,141,141,170,170
116,10891,Friday,25,10,1929,141,141,170,170
117,10892,Saturday,26,10,1929,141,141,170,170
118,10893,Sunday,27,10,1929,141,141,170,170
119,10894,Monday,28,10,1929,141,141,170,170
120,10895,Tuesday,29,10,1929,141,141,170,170
121,10896,Wednesday,30,10,1929,141,141,170,170
122,10897,Thursday,31,10,1929,141,141,170,170
123,10898,Friday,1,11,1929,141,141,170,170
124,10899,Saturday,2,11,1929,141,141,170,170
125,10900,Sunday,3,11,1929,141,141,170,170
126,10901,Monday,4,11,1929,141,141,170,170
127,10902,Tuesday,5,11,1929,141,141,170,170
128,10903,Wednesday,6,11,1929,141,141,170,170
129,10904,Thursday,7,11,1929,141,141,170,170
130,10905,Friday,8,11,1929,141,141,170,170
131,10906,Saturday,9,11,1929,141,141,170,170
132,10907,Sunday,10,11,1929,141,141,170,170
133,10908,Monday,11,11,1929,141,141,170,170
134,10909,Tuesday,12,11,1929,141,141,170,170
135,10910,Wednesday,13,11,1929,141,141,170,170
136,10911,Thursday,14,11,1929,141,141,170,170
137,10912,Friday,15,11,1929,141,141,170,170
138,10913,Saturday,16,11,1929,141,141,170,170
139,10914,Sunday,17,11,1929,141,141,170,170
140,10915,Monday,18,11,1929,141,141,170,170
141,10916,Tuesday,19,11,1929,141,141,170,170
142,10917,Wednesday,20,11,1929,141,141,170,170
143,10918,Thursday,21,11,1929,141,141,170,170
144,10919,Friday,22,11,1929,141,141,170,170
145,10920,Saturday,23,11,1929,141,141,170,170
146,10921,Sunday,24,11,1929,141,141,170,170
147,10922,Monday,25,11,1929,141,141,170,170
148,10923,Tuesday,26,11,1929,141,141,170,170
149,10924,Wednesday,27,11,1929,141,141,170,170
150,10925,Thursday,28,11,1929,141,141,170,170
151,10926,Friday,29,11,1929,141,141,170,170
152,10927,Saturday,30,11,1929,141,141,170,170
153,10928,Sunday,1,12,1929,141,141,170,170
154,10929,Monday,2,12,1929,141,141,170,170
155,10930,Tuesday,3,12,1929,141,141,170,170
156,10931,Wednesday,4,12,1929,141,141,170,170
157,10932,Thursday,5,12,1929,141,141,170,170
158,10933,Friday,6,12,1929,141,141,170,170
159,10934,Saturday,7,12,1929,141,141,170,170
160,10935,Sunday,8,12,1929,141,141,170,170
161,10936,Monday,9,12,1929,141,141,170,170
162,10937,Tuesday,10,12,1929,141,141,170,170
163,10938,Wednesday,11,12,1929,141,141,170,170
164,10939,Thursday,12,12,1929,141,141,170,170
165,10940,Friday,13,12,1929,141,141,170,170
166,10941,Saturday,14,12,1929,141,141,170,170
167,10942,Sunday,15,12,1929,141,141,170,170
168,10943,Monday,16,12,1929,141,141,170,170
169,10944,Tuesday,17,12,1929,141,141,170,170
170,10945,Wednesday,18,12,1929,141,141,170,170
171,10946,Thursday,19,12,1929,141,141,170,170
172,10947,Friday,20,12,1929,141,141,170,170
173,10948,Saturday,21,12,1929,141,141,170,170
174,10949,Sunday,22,12,1929,141,141,170,170
175,10950,Monday,23,12,1929,141,141,170,170
176,10951,Tuesday,24,12,1929,141,141,170,170
177,10952,Wednesday,25,12,1929,141,141,170,170
178,10953,Thursday,26,12,1929,141,141,170,170
179,10954,Friday,27,12,1929,141,141,170,170
180,10955,Saturday,28,12,1929,141,141,170,170
181,10956,Sunday,29,12,1929,141,141,170,170
182,10957,Monday,30,12,1929,141,141,170,170
183,10958,Tuesday,31,12,1929,141,141,169,169
184,10959,Wednesday,1,1,1930,141,141,169,169
185,10960,Thursday,2,1,1930,141,141,169,169
186,10961,Friday,3,1,1930,141,141,169,169
187,10962,Saturday,4,1,1930,141,141,169,169
188,10963,Sunday,5,1,1930,141,141,169,169
189,10964,Monday,6,1,1930,141,141,169,169
190,10965,Tuesday,7,1,1930,141,141,169,169
191,10966,Wednesday,8,1,1930,141,141,169,169
192,10967,Thursday,9,1,1930,141,141,169,169
193,10968,Friday,10,1,1930,141,141,169,169
194,10969,Saturday,11,1,1930,141,141,169,169
195,10970,Sunday,12,1,1930,141,141,169,169
196,10971,Monday,13,1,1930,141,141,169,169
197,10972,Tuesday,14,1,1930,141,141,169,169
198,10973,Wednesday,15,1,1930,141,141,169,169
199,10974,Thursday,16,1,1930,141,141,169,169
200,10975,Friday,17,1,1930,141,141,169,169
201,10976,Saturday,18,1,1930,141,141,169,169
202,10977,Sunday,19,1,1930,141,141,169,169
203,10978,Monday,20,1,1930,141,141,169,169
204,10979,Tuesday,21,1,1930,141,141,169,169
205,10980,Wednesday,22,1,1930,141,141,169,169
206,10981,Thursday,23,1,1930,141,141,169,169
207,10982,Friday,24,1,1930,141,141,169,169
208,10983,Saturday,25,1,1930,141,141,169,169
209,10984,Sunday,26,1,1930,141,141,169,169
210,10985,Monday,27,1,1930,141,141,169,169
211,10986,Tuesday,28,1,1930,141,141,169,169
212,10987,Wednesday,29,1,1930,141,141,169,169
213,10988,Thursday,30,1,1930,141,141,169,169
214,10989,Friday,31,1,1930,141,141,169,169
215,10990,Saturday,1,2,1930,141,141,169,169
216,10991,Sunday,2,2,1930,141,141,169,169
217,10992,Monday,3,2,1930,141,141,168,168
218,10993,Tuesday,4,2,1930,141,141,168,168
219,10994,Wednesday,5,2,1930,141,141,168,168
220,10995,Thursday,6,2,1930,141,141,168,168
221,10996,Friday,7,2,1930,141,141,168,168
222,10997,Saturday,8,2,1930,141,141,168,168
223,10998,Sunday,9,2,1930,141,141,168,168
224,10999,Monday,10,2,1930,141,141,168,168
225,11000,Tuesday,11,2,1930,141,141,168,168
226,11001,Wednesday,12,2,1930,141,141,168,168
227,11002,Thursday,13,2,1930,141,141,168,168
228,11003,Friday,14,2,1930,141,141,168,168
229,11004,Saturday,15,2,1930,141,141,168,168
230,11005,Sunday,16,2,1930,141,141,168,168
231,11006,Monday,17,2,1930,141,141,168,168
232,11007,Tuesday,18,2,1930,141,141,167,167
233,11008,Wednesday,19,2,1930,141,141,167,167
234,11009,Thursday,20,2,1930,141,141,167,167
235,11010,Friday,21,2,1930,141,141,167,167
236,11011,Saturday,22,2,1930,141,141,167,167
237,11012,Sunday,23,2,1930,141,141,166,166
238,11013,Monday,24,2,1930,141,141,166,166
239,11014,Tuesday,25,2,1930,141,141,166,166
240,11015,Wednesday,26,2,1930,141,141,166,166
241,11016,Thursday,27,2,1930,141,141,166,166
242,11017,Friday,28,2,1930,141,141,166,166
243,11018,Saturday,1,3,1930,141,141,166,166
244,11019,Sunday,2,3,1930,141,141,166,166
245,11020,Monday,3,3,1930,141,141,166,166
246,11021,Tuesday,4,3,1930,141,141,166,166
247,11022,Wednesday,5,3,1930,141,141,166,166
248,11023,Thursday,6,3,1930,141,141,166,166
249,11024,Friday,7,3,1930,141,141,166,166
250,11025,Saturday,8,3,1930,141,141,166,166
251,11026,Sunday,9,3,1930,141,141,166,166
252,11027,Monday,10,3,1930,141,141,166,166
253,11028,Tuesday,11,3,1930,142,142,166,166
254,11029,Wednesday,12,3,1930,142,142,166,166
255,11030,Thursday,13,3,1930,142,142,166,166
256,11031,Friday,14,3,1930,142,142,166,166
257,11032,Saturday,15,3,1930,141,141,166,166
258,11033,Sunday,16,3,1930,141,141,166,166
259,11034,Monday,17,3,1930,141,141,166,166
260,11035,Tuesday,18,3,1930,141,141,166,166
261,11036,Wednesday,19,3,1930,141,141,166,166
262,11037,Thursday,20,3,1930,141,141,166,166
263,11038,Friday,21,3,1930,141,141,166,166
264,11039,Saturday,22,3,1930,141,141,166,166
265,11040,Sunday,23,3,1930,141,141,166,166
266,11041,Monday,24,3,1930,141,141,166,166
267,11042,Tuesday,25,3,1930,141,141,166,166
268,11043,Wednesday,26,3,1930,141,141,166,166
269,11044,Thursday,27,3,1930,141,141,166,166
270,11045,Friday,28,3,1930,141,141,166,166
271,11046,Saturday,29,3,1930,141,141,166,166
272,11047,Sunday,30,3,1930,141,141,166,166
273,11048,Monday,31,3,1930,141,141,166,166
274,11049,Tuesday,1,4,1930,141,141,166,166
275,11050,Wednesday,2,4,1930,141,141,166,166
276,11051,Thursday,3,4,1930,141,141,166,166
277,11052,Friday,4,4,1930,140,140,166,166
278,11053,Saturday,5,4,1930,139,139,166,166
279,11054,Sunday,6,4,1930,139,139,166,166
280,11055,Monday,7,4,1930,139,139,166,166
281,11056,Tuesday,8,4,1930,139,139,166,166
282,11057,Wednesday,9,4,1930,139,139,166,166
283,11058,Thursday,10,4,1930,139,139,166,166
284,11059,Friday,11,4,1930,139,139,166,166
285,11060,Saturday,12,4,1930,139,139,166,166
286,11061,Sunday,13,4,1930,139,139,166,166
287,11062,Monday,14,4,1930,139,139,166,166
288,11063,Tuesday,15,4,1930,139,139,166,166
289,11064,Wednesday,16,4,1930,139,139,166,166
290,11065,Thursday,17,4,1930,139,139,166,166
291,11066,Friday,18,4,1930,139,139,166,166
292,11067,Saturday,19,4,1930,139,139,166,166
293,11068,Sunday,20,4,1930,139,139,165,165
294,11069,Monday,21,4,1930,139,139,165,165
295,11070,Tuesday,22,4,1930,139,139,165,165
296,11071,Wednesday,23,4,1930,139,139,165,165
297,11072,Thursday,24,4,1930,139,139,165,165
298,11073,Friday,25,4,1930,139,139,165,165
299,11074,Saturday,26,4,1930,139,139,165,165
300,11075,Sunday,27,4,1930,139,139,165,165
301,11076,Monday,28,4,1930,139,139,165,165
302,11077,Tuesday,29,4,1930,139,139,165,165
303,11078,Wednesday,30,4,1930,139,139,165,165
304,11079,Thursday,1,5,1930,139,139,165,165
305,11080,Friday,2,5,1930,139,139,165,165
306,11081,Saturday,3,5,1930,139,139,165,165
307,11082,Sunday,4,5,1930,139,139,165,165
308,11083,Monday,5,5,1930,139,139,165,165
309,11084,Tuesday,6,5,1930,139,139,166,166
310,11085,Wednesday,7,5,1930,139,139,166,166
311,11086,Thursday,8,5,1930,139,139,166,166
312,11087,Friday,9,5,1930,139,139,166,166
313,11088,Saturday,10,5,1930,139,139,166,166
314,11089,Sunday,11,5,1930,139,139,166,166
315,11090,Monday,12,5,1930,139,139,166,166
316,11091,Tuesday,13,5,1930,139,139,165,165
317,11092,Wednesday,14,5,1930,139,139,165,165
318,11093,Thursday,15,5,1930,139,139,165,165
319,11094,Friday,16,5,1930,138,138,165,165
320,11095,Saturday,17,5,1930,137,137,165,165
321,11096,Sunday,18,5,1930,137,137,165,165
322,11097,Monday,19,5,1930,137,137,165,165
323,11098,Tuesday,20,5,1930,137,137,165,165
324,11099,Wednesday,21,5,1930,137,137,165,165
325,11100,Thursday,22,5,1930,137,137,165,165
326,11101,Friday,23,5,1930,136,136,165,165
327,11102,Saturday,24,5,1930,136,136,165,165
328,11103,Sunday,25,5,1930,136,136,165,165
329,11104,Monday,26,5,1930,136,136,165,165
330,11105,Tuesday,27,5,1930,136,136,165,165
331,11106,Wednesday,28,5,1930,136,136,165,165
332,11107,Thursday,29,5,1930,136,136,165,165
333,11108,Friday,30,5,1930,136,136,165,165
334,11109,Saturday,31,5,1930,136,136,165,165
335,11110,Sunday,1,6,1930,136,136,165,165
336,11111,Monday,2,6,1930,136,136,165,165
337,11112,Tuesday,3,6,1930,136,136,165,165
338,11113,Wednesday,4,6,1930,136,136,165,165
339,11114,Thursday,5,6,1930,136,136,165,165
340,11115,Friday,6,6,1930,136,136,165,165
341,11116,Saturday,7,6,1930,136,136,165,165
342,11117,Sunday,8,6,1930,136,136,165,165
343,11118,Monday,9,6,1930,136,136,165,165
344,11119,Tuesday,10,6,1930,136,136,165,165
345,11120,Wednesday,11,6,1930,136,136,165,165
346,11121,Thursday,12,6,1930,136,136,165,165
347,11122,Friday,13,6,1930,136,136,165,165
348,11123,Saturday,14,6,1930,136,136,165,165
349,11124,Sunday,15,6,1930,136,136,165,165
350,11125,Monday,16,6,1930,136,136,165,165
351,11126,Tuesday,17,6,1930,136,136,165,165
352,11127,Wednesday,18,6,1930,136,136,165,165
353,11128,Thursday,19,6,1930,136,136,165,165
354,11129,Friday,20,6,1930,135,135,165,165
355,11130,Saturday,21,6,1930,135,135,165,165
356,11131,Sunday,22,6,1930,135,135,165,165
357,11132,Monday,23,6,1930,135,135,165,165
358,11133,Tuesday,24,6,1930,135,135,165,165
359,11134,Wednesday,25,6,1930,135,135,165,165
360,11135,Thursday,26,6,1930,135,135,165,165
361,11136,Friday,27,6,1930,135,135,165,165
362,11137,Saturday,28,6,1930,135,135,165,165
363,11138,Sunday,29,6,1930,135,135,165,165
364,11139,Monday,30,6,1930,135,135,165,165
365,11140,Tuesday,1,7,1930,135,135,165,165
366,11141,Wednesday,2,7,1930,135,135,165,165
367,11142,Thursday,3,7,1930,135,135,165,165
368,11143,Friday,4,7,1930,135,135,165,165
369,11144,Saturday,5,7,1930,135,135,165,165
370,11145,Sunday,6,7,1930,135,135,165,165
371,11146,Monday,7,7,1930,135,135,165,165
372,11147,Tuesday,8,7,1930,135,135,165,165
373,11148,Wednesday,9,7,1930,135,135,165,165
374,11149,Thursday,10,7,1930,135,135,165,165
375,11150,Friday,11,7,1930,135,135,165,165
376,11151,Saturday,12,7,1930,135,135,165,165
377,11152,Sunday,13,7,1930,135,135,165,165
378,11153,Monday,14,7,1930,135,135,165,165
379,11154,Tuesday,15,7,1930,135,135,165,165
380,11155,Wednesday,16,7,1930,135,135,165,165
381,11156,Thursday,17,7,1930,135,135,165,165
382,11157,Friday,18,7,1930,135,135,165,165
383,11158,Saturday,19,7,1930,135,135,165,165
384,11159,Sunday,20,7,1930,135,135,165,165
385,11160,Monday,21,7,1930,135,135,165,165
386,11161,Tuesday,22,7,1930,135,135,165,165
387,11162,Wednesday,23,7,1930,135,135,165,165
388,11163,Thursday,24,7,1930,135,135,165,165
389,11164,Friday,25,7,1930,135,135,165,165
390,11165,Saturday,26,7,1930,135,135,165,165
391,11166,Sunday,27,7,1930,135,135,165,165
392,11167,Monday,28,7,1930,135,135,165,165
393,11168,Tuesday,29,7,1930,135,135,165,165
394,11169,Wednesday,30,7,1930,135,135,165,165
395,11170,Thursday,31,7,1930,135,135,165,165
396,11171,Friday,1,8,1930,135,135,165,165
397,11172,Saturday,2,8,1930,135,135,165,165
398,11173,Sunday,3,8,1930,135,135,165,165
399,11174,Monday,4,8,1930,135,135,165,165
400,11175,Tuesday,5,8,1930,135,135,165,165
401,11176,Wednesday,6,8,1930,135,135,165,165
402,11177,Thursday,7,8,1930,135,135,165,165
403,11178,Friday,8,8,1930,135,135,165,165
404,11179,Saturday,9,8,1930,135,135,165,165
405,11180,Sunday,10,8,1930,135,135,166,166
406,11181,Monday,11,8,1930,135,135,166,166
407,11182,Tuesday,12,8,1930,135,135,166,166
408,11183,Wednesday,13,8,1930,135,135,166,166
409,11184,Thursday,14,8,1930,135,135,166,166
410,11185,Friday,15,8,1930,135,135,166,166
411,11186,Saturday,16,8,1930,135,135,166,166
412,11187,Sunday,17,8,1930,135,135,166,166
413,11188,Monday,18,8,1930,135,135,166,166
414,11189,Tuesday,19,8,1930,135,135,166,166
415,11190,Wednesday,20,8,1930,135,135,166,166
416,11191,Thursday,21,8,1930,135,135,166,166
417,11192,Friday,22,8,1930,135,135,166,166
418,11193,Saturday,23,8,1930,135,135,166,166
419,11194,Sunday,24,8,1930,135,135,166,166
420,11195,Monday,25,8,1930,133,133,166,166
421,11196,Tuesday,26,8,1930,133,133,166,166
422,11197,Wednesday,27,8,1930,133,133,166,166
423,11198,Thursday,28,8,1930,133,133,166,166
424,11199,Friday,29,8,1930,133,133,166,166
425,11200,Saturday,30,8,1930,133,133,166,166
426,11201,Sunday,31,8,1930,133,133,166,166
427,11202,Monday,1,9,1930,133,133,166,166
428,11203,Tuesday,2,9,1930,133,133,166,166
429,11204,Wednesday,3,9,1930,133,133,166,166
430,11205,Thursday,4,9,1930,133,133,166,166
431,11206,Friday,5,9,1930,133,133,166,166
432,11207,Saturday,6,9,1930,133,133,166,166
433,11208,Sunday,7,9,1930,133,133,166,166
434,11209,Monday,8,9,1930,133,133,166,166
435,11210,Tuesday,9,9,1930,133,133,166,166
436,11211,Wednesday,10,9,1930,133,133,166,166
437,11212,Thursday,11,9,1930,133,133,166,166
438,11213,Friday,12,9,1930,133,133,166,166
439,11214,Saturday,13,9,1930,133,133,166,166
440,11215,Sunday,14,9,1930,133,133,166,166
441,11216,Monday,15,9,1930,133,133,166,166
442,11217,Tuesday,16,9,1930,134,134,166,166
443,11218,Wednesday,17,9,1930,134,134,166,166
444,11219,Thursday,18,9,1930,134,134,166,166
445,11220,Friday,19,9,1930,134,134,166,166
446,11221,Saturday,20,9,1930,134,134,166,166
447,11222,Sunday,21,9,1930,134,134,166,166
448,11223,Monday,22,9,1930,134,134,166,166
449,11224,Tuesday,23,9,1930,134,134,166,166
450,11225,Wednesday,24,9,1930,134,134,166,166
451,11226,Thursday,25,9,1930,134,134,166,166
452,11227,Friday,26,9,1930,134,134,166,166
453,11228,Saturday,27,9,1930,134,134,166,166
454,11229,Sunday,28,9,1930,134,134,166,166
455,11230,Monday,29,9,1930,134,134,166,166
456,11231,Tuesday,30,9,1930,134,134,166,166
457,11232,Wednesday,1,10,1930,134,134,166,166
458,11233,Thursday,2,10,1930,134,134,166,166
459,11234,Friday,3,10,1930,134,133,166,166
460,11235,Saturday,4,10,1930,134,133,166,166
461,11236,Sunday,5,10,1930,134,133,166,166
462,11237,Monday,6,10,1930,134,133,166,166
463,11238,Tuesday,7,10,1930,134,133,166,166
464,11239,Wednesday,8,10,1930,134,133,166,166
465,11240,Thursday,9,10,1930,134,133,166,166
466,11241,Friday,10,10,1930,133,132,166,166
467,11242,Saturday,11,10,1930,133,132,166,166
468,11243,Sunday,12,10,1930,133,132,166,166
469,11244,Monday,13,10,1930,133,132,166,166
470,11245,Tuesday,14,10,1930,133,132,166,166
471,11246,Wednesday,15,10,1930,133,132,165,165
472,11247,Thursday,16,10,1930,133,132,165,165
473,11248,Friday,17,10,1930,133,132,165,165
474,11249,Saturday,18,10,1930,133,132,164,164
